start_time,end_time,low_freq,high_freq,event,detection_confidence,input_file
37.1285,37.1437,23750.0,29932.0,Echolocation,0.504,/Users/adityakrishna/Downloads/20210910_032600.WAV
37.2365,37.2493,24609.0,29510.0,Echolocation,0.518,/Users/adityakrishna/Downloads/20210910_032600.WAV
37.3435,37.3611,25468.0,28769.0,Echolocation,0.526,/Users/adityakrishna/Downloads/20210910_032600.WAV
37.408500000000004,37.422,25468.0,32635.0,Echolocation,0.63,/Users/adityakrishna/Downloads/20210910_032600.WAV
37.4935,37.5086,24609.0,32209.0,Echolocation,0.64,/Users/adityakrishna/Downloads/20210910_032600.WAV
37.6405,37.6559,25468.0,33875.0,Echolocation,0.515,/Users/adityakrishna/Downloads/20210910_032600.WAV
37.7885,37.8003,25468.0,30246.0,Echolocation,0.514,/Users/adityakrishna/Downloads/20210910_032600.WAV
37.8425,37.8579,24609.0,29637.0,Echolocation,0.606,/Users/adityakrishna/Downloads/20210910_032600.WAV
37.9855,38.0018,23750.0,28794.0,Echolocation,0.563,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.0125,38.0216,27187.0,34194.0,Echolocation,0.549,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.0355,38.0475,25468.0,33092.0,Echolocation,0.667,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.1335,38.1421,27187.0,34286.0,Echolocation,0.628,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.1655,38.1788,25468.0,37435.0,Echolocation,0.683,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.2675,38.2838,23750.0,28370.0,Echolocation,0.586,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.2965,38.3064,26328.0,36331.0,Echolocation,0.673,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.4315,38.4453,24609.0,31848.0,Echolocation,0.633,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.5405,38.5557,23750.0,28022.0,Echolocation,0.534,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.5585,38.5733,23750.0,29009.0,Echolocation,0.577,/Users/adityakrishna/Downloads/20210910_032600.WAV
38.6905,38.704499999999996,25468.0,34225.0,Echolocation,0.623,/Users/adityakrishna/Downloads/20210910_032600.WAV
39.0465,39.0623,23750.0,28129.0,Echolocation,0.554,/Users/adityakrishna/Downloads/20210910_032600.WAV
39.3445,39.3605,24609.0,29713.0,Echolocation,0.639,/Users/adityakrishna/Downloads/20210910_032600.WAV
39.3715,39.3859,23750.0,32944.0,Echolocation,0.633,/Users/adityakrishna/Downloads/20210910_032600.WAV
39.6265,39.6425,24609.0,30345.0,Echolocation,0.59,/Users/adityakrishna/Downloads/20210910_032600.WAV
39.7845,39.7996,24609.0,33664.0,Echolocation,0.648,/Users/adityakrishna/Downloads/20210910_032600.WAV
40.0435,40.0575,24609.0,33312.0,Echolocation,0.644,/Users/adityakrishna/Downloads/20210910_032600.WAV
40.3035,40.3175,24609.0,30440.0,Echolocation,0.606,/Users/adityakrishna/Downloads/20210910_032600.WAV
40.4395,40.452600000000004,24609.0,31397.0,Echolocation,0.642,/Users/adityakrishna/Downloads/20210910_032600.WAV
40.4785,40.490700000000004,25468.0,31417.0,Echolocation,0.553,/Users/adityakrishna/Downloads/20210910_032600.WAV
40.5745,40.5863,25468.0,32137.0,Echolocation,0.689,/Users/adityakrishna/Downloads/20210910_032600.WAV
